"flnatureza";"nmprimeiro";"nmsegundo";"dscep";"dsdocumento"
1;"Gabrielly";"Barbosa";"03827-000";"569.050.775-00"
2;"Kauê";"Carvalho";"94820-380";"501.263.281-88"
1;"Matheus";"Barbosa";"97578-300";"974.481.255-91"
2;"Marisa";"Barbosa";"39404-516";"697.200.303-21"
2;"Eduarda";"Correia";"61602-160";"980.352.309-05"
1;"Luiza";"Ribeiro";"13477-110";"442.090.839-41"
2;"Gabrielle";"Goncalves";"40323-840";"519.696.353-71"
2;"Anna";"Gomes";"25809-280";"704.565.583-57"
2;"Gabriela";"Cunha";"89266-270";"852.567.619-51"
2;"Leila";"Barbosa";"13606-361";"786.450.331-43"
1;"Yasmin";"Cardoso";"53431-260";"178.558.731-55"
2;"Manuela";"Ribeiro";"94500-280";"469.619.804-90"
1;"Davi";"Pinto";"14406-715";"601.638.213-21"
1;"Gabrielly";"Fernandes";"41207-599";"973.812.083-77"
2;"Guilherme";"Costa";"55642-650";"946.319.470-39"
2;"Luiza";"Barros";"08541-120";"748.862.051-86"
1;"Lucas";"Almeida";"14404-620";"785.491.071-58"
1;"Caio";"Barbosa";"27936-090";"432.447.366-88"
2;"Marisa";"Carvalho";"79002-210";"576.418.281-67"
2;"Lucas";"Fernandes";"04922-100";"541.551.152-04"
2;"Breno";"Souza";"29314-450";"857.579.821-95"
2;"Vinicius";"Goncalves";"13327-501";"881.597.348-67"
1;"Manuela";"Pereira";"67125-540";"401.253.154-90"
2;"Vinicius";"Cunha";"11701-030";"666.732.681-82"
1;"Renan";"Pereira";"29120-140";"735.599.467-00"
2;"Giovanna";"Cunha";"74085-070";"279.972.779-43"
1;"Melissa";"Pereira";"11667-290";"339.730.725-23"
1;"Carolina";"Alves";"72460-230";"514.385.919-00"
2;"Pedro";"Silva";"36307-056";"192.284.325-35"
1;"Enzo";"Rocha";"95096-110";"276.184.271-51"
1;"Giovanna";"Martins";"69038-510";"340.996.057-01"
1;"José";"Pereira";"17025-560";"380.272.751-72"
1;"Júlio";"Martins";"21615-570";"747.160.814-51"
1;"Nicole";"Ferreira";"08471-580";"157.089.940-10"
2;"Thaís";"Pinto";"69039-723";"701.776.902-32"
1;"Amanda";"Dias";"75805-350";"681.997.165-68"
2;"Ágatha";"Lima";"31980-630";"247.355.456-03"
2;"Carla";"Almeida";"64063-600";"847.974.024-82"
2;"Emilly";"Gomes";"26395-280";"978.912.844-40"
2;"Breno";"Araujo";"51011-520";"108.448.077-88"
1;"Carlos";"Cunha";"50770-790";"979.370.623-63"
1;"Gabrielly";"Carvalho";"22280-100";"498.022.046-09"
1;"Ryan";"Cardoso";"03951-080";"917.242.927-57"
2;"Fernanda";"Cunha";"02526-000";"167.874.957-57"
1;"Luana";"Cunha";"32280-130";"732.784.104-08"
1;"Nicolas";"Ferreira";"13602-103";"496.482.489-66"
1;"Thaís";"Cavalcanti";"94960-412";"524.431.365-74"
1;"Julia";"Rocha";"53150-080";"278.887.677-70"
2;"Isabelle";"Barros";"88130-090";"650.087.747-00"
1;"André";"Cunha";"38410-542";"742.846.563-09"
2;"Fernanda";"Rocha";"13419-165";"617.015.055-68"
1;"Vinícius";"Sousa";"13255-260";"328.878.900-00"
2;"Leonardo";"Dias";"26030-381";"315.384.432-10"
2;"Nicolash";"Cavalcanti";"96213-480";"424.595.480-95"
2;"Sarah";"Santos";"68627-436";"892.527.508-27"
2;"Manuela";"Goncalves";"34585-240";"284.299.994-00"
2;"José";"Alves";"85045-770";"253.352.992-31"
2;"Vitór";"Correia";"64208-480";"147.600.104-91"
1;"Daniel";"Cavalcanti";"36080-390";"172.435.909-69"
2;"Diogo";"Correia";"85603-378";"458.428.471-75"
2;"Vitória";"Dias";"06040-270";"123.192.204-45"
1;"Thaís";"Castro";"42804-460";"310.186.485-26"
1;"Julian";"Oliveira";"66093-450";"372.890.506-22"
2;"Fábio";"Carvalho";"20941-240";"376.189.101-62"
2;"Luan";"Cardoso";"40386-110";"191.724.481-99"
2;"Yasmin";"Pinto";"96506-660";"605.795.029-10"
1;"Davi";"Souza";"86702-225";"766.678.047-87"
2;"Brenda";"Pinto";"12605-190";"661.717.812-23"
1;"Vitór";"Cardoso";"58109-413";"857.043.909-19"
2;"Brenda";"Ribeiro";"06250-080";"619.506.588-99"
2;"Clara";"Gomes";"36302-188";"576.112.077-17"
1;"Luan";"Carvalho";"85900-170";"329.018.647-40"
1;"Murilo";"Barbosa";"99064-040";"816.496.587-10"
2;"Marina";"Pinto";"13615-440";"268.315.350-38"
1;"Eduardo";"Souza";"12403-290";"903.216.211-07"
1;"Diego";"Dias";"77405-290";"916.772.105-24"
2;"Isabela";"Silva";"08770-680";"498.382.183-08"
1;"Cauã";"Souza";"26311-320";"921.265.796-62"
1;"Gabriel";"Cavalcanti";"26130-700";"102.800.225-49"
1;"Giovana";"Sousa";"24426-146";"758.216.019-32"
1;"Clara";"Rocha";"79008-370";"540.670.928-30"
1;"Giovana";"Silva";"97030-080";"343.891.268-65"
2;"Felipe";"Carvalho";"08041-210";"562.302.445-94"
1;"Melissa";"Silva";"71515-055";"204.862.875-30"
2;"Bianca";"Lima";"83410-040";"989.264.649-54"
1;"Maria";"Souza";"45996-565";"313.518.694-69"
1;"Pedro";"Lima";"11676-640";"499.551.725-17"
1;"Bruna";"Fernandes";"79052-063";"610.435.561-76"
1;"Lucas";"Almeida";"53550-550";"797.696.999-42"
2;"Diego";"Oliveira";"65072-022";"460.182.431-13"
1;"Leila";"Ferreira";"32666-608";"869.629.380-04"
2;"Anna";"Gomes";"68512-060";"502.675.988-23"
2;"André";"Castro";"08765-090";"487.742.655-80"
2;"Isabella";"Rodrigues";"02140-040";"662.611.816-16"
1;"Melissa";"Lima";"26123-320";"860.331.135-86"
2;"Enzo";"Barros";"94015-250";"780.807.378-43"
1;"Júlio";"Melo";"13098-833";"873.704.235-14"
1;"Laura";"Barros";"11436-000";"828.025.325-45"
2;"Evelyn";"Ferreira";"86084-050";"737.190.493-10"
1;"Aline";"Cunha";"30580-370";"206.208.420-08"
1;"Camila";"Cavalcanti";"38700-277";"558.329.977-00"
2;"Samuel";"Cunha";"72874-102";"883.664.998-04"
2;"Eduardo";"Cavalcanti";"06310-510";"351.648.775-54"
1;"Caio";"Oliveira";"74948-580";"505.379.238-02"
2;"Ágatha";"Goncalves";"07054-011";"645.763.869-48"
1;"Murilo";"Ribeiro";"13976-069";"972.630.528-49"
2;"Laura";"Carvalho";"93285-466";"554.919.896-73"
2;"Emilly";"Ferreira";"35300-229";"338.899.266-57"
2;"Júlia";"Dias";"90660-310";"173.354.625-17"
1;"Lavinia";"Fernandes";"26183-595";"998.491.931-58"
2;"Aline";"Dias";"02329-200";"223.522.494-65"
1;"Carla";"Dias";"29163-322";"291.726.282-60"
1;"Melissa";"Azevedo";"68628-512";"147.198.606-30"
1;"Gabriel";"Sousa";"93048-290";"705.282.537-60"
2;"Estevan";"Ferreira";"21235-460";"244.440.357-65"
2;"Matheus";"Castro";"13472-180";"156.339.772-20"
1;"Vitór";"Oliveira";"78055-408";"199.776.785-61"
1;"Isabella";"Correia";"94470-040";"967.119.636-52"
2;"Rafaela";"Ferreira";"13050-516";"763.948.592-49"
1;"Ryan";"Souza";"74550-230";"745.806.792-61"
2;"Gabriel";"Goncalves";"74954-050";"509.141.340-51"
1;"Nicolas";"Barros";"60822-200";"952.928.824-70"
2;"Beatrice";"Melo";"94960-535";"905.698.449-75"
1;"Estevan";"Fernandes";"78148-640";"541.712.592-07"
1;"Rafaela";"Barros";"98020-200";"982.088.839-56"
1;"Eduardo";"Silva";"83413-170";"910.288.822-03"
1;"Rebeca";"Azevedo";"78085-440";"973.194.203-33"
2;"Antônio";"Lima";"26020-330";"901.133.113-38"
1;"Isabelle";"Pinto";"38181-130";"535.161.556-80"
2;"Rodrigo";"Rodrigues";"21540-700";"522.141.701-46"
1;"Kai";"Alves";"07176-570";"910.111.854-40"
2;"Leonardo";"Santos";"25045-090";"602.156.430-89"
1;"Sarah";"Lima";"32015-250";"566.481.057-20"
1;"Paulo";"Barros";"08790-080";"413.174.604-21"
2;"Douglas";"Dias";"51190-380";"238.798.740-34"
2;"Vitoria";"Gomes";"13084-340";"118.849.761-82"
1;"Sarah";"Rodrigues";"88306-001";"390.399.845-14"
2;"Anna";"Cavalcanti";"77410-330";"479.322.954-91"
1;"Julia";"Melo";"78058-757";"467.545.532-86"
2;"Bianca";"Barros";"13234-431";"269.987.543-02"
2;"Marcos";"Correia";"08675-030";"225.543.165-38"
1;"Luís";"Barbosa";"12515-130";"940.153.267-25"
2;"Júlio";"Gomes";"57043-025";"829.201.436-54"
2;"Mariana";"Sousa";"88704-035";"974.741.119-93"
1;"Giovana";"Gomes";"28635-565";"439.755.425-00"
1;"Kauã";"Souza";"35700-349";"544.913.440-19"
2;"Aline";"Ribeiro";"35930-150";"913.165.324-37"
1;"Anna";"Lima";"29144-309";"565.667.853-96"
2;"Thaís";"Pereira";"28021-101";"581.373.702-26"
1;"Lara";"Azevedo";"03445-030";"109.564.677-09"
1;"Mateus";"Sousa";"13616-410";"436.025.779-10"
2;"Clara";"Lima";"09041-250";"528.856.762-05"
1;"Luana";"Melo";"09861-580";"398.943.365-23"
1;"Martim";"Barbosa";"13219-322";"845.052.313-30"
2;"Luiza";"Pinto";"24746-370";"594.735.652-08"
2;"Daniel";"Rodrigues";"61620-180";"504.888.852-99"
1;"Vitor";"Ferreira";"70352-110";"326.519.140-02"
2;"Isabelle";"Barros";"69317-099";"199.582.466-60"
2;"Luan";"Melo";"59074-333";"425.501.630-52"
2;"Mateus";"Castro";"12045-140";"133.072.799-12"
2;"Luiza";"Cardoso";"68741-140";"764.696.706-87"
1;"Nicole";"Almeida";"06266-200";"660.147.461-45"
2;"Júlio";"Costa";"26012-830";"831.993.979-80"
1;"Lara";"Souza";"63113-700";"665.374.415-95"
1;"Leila";"Lima";"54783-540";"432.254.345-66"
2;"Vinícius";"Santos";"60411-060";"849.922.152-11"
2;"Marina";"Barbosa";"74932-320";"286.622.789-14"
1;"Joao";"Cunha";"69093-071";"692.056.614-14"
2;"Gabrielle";"Fernandes";"05591-100";"215.390.879-56"
2;"Carolina";"Fernandes";"29305-050";"962.339.246-00"
1;"Enzo";"Cavalcanti";"12331-330";"247.833.805-03"
2;"Luiza";"Pereira";"98050-320";"747.159.331-87"
2;"Antônio";"Martins";"14060-654";"509.845.174-48"
1;"Daniel";"Souza";"94010-090";"451.073.675-42"
2;"Alex";"Alves";"15091-241";"893.538.274-42"
1;"Gabrielly";"Rodrigues";"88317-600";"960.955.800-30"
1;"Bianca";"Dias";"58026-070";"687.204.938-35"
1;"Cauã";"Cunha";"95045-330";"125.159.170-11"
2;"Alex";"Sousa";"68627-459";"221.660.717-75"
2;"Giovana";"Rodrigues";"07901-100";"764.847.901-08"
1;"Amanda";"Oliveira";"13043-090";"622.080.145-88"
1;"Evelyn";"Almeida";"25750-430";"966.444.112-07"
2;"Bianca";"Oliveira";"16903-163";"409.802.717-89"
1;"Sarah";"Souza";"06624-390";"899.849.269-58"
2;"Arthur";"Martins";"48904-220";"283.995.313-75"
1;"Bianca";"Gomes";"45996-170";"561.164.246-27"
1;"Beatriz";"Sousa";"66050-030";"878.073.223-22"
1;"Amanda";"Pereira";"69075-448";"667.578.847-71"
1;"Miguel";"Silva";"38700-313";"876.631.363-57"
1;"Martim";"Oliveira";"72860-331";"756.458.071-20"
1;"Arthur";"Lima";"08640-610";"758.464.985-82"
1;"Lucas";"Castro";"93540-040";"214.619.845-13"
1;"Paulo";"Melo";"89265-830";"531.268.506-26"
2;"Mariana";"Costa";"25060-430";"835.026.070-01"
2;"Sarah";"Pereira";"83411-130";"901.501.418-31"
1;"Júlia";"Araujo";"26551-420";"286.356.646-63"
2;"Miguel";"Santos";"61601-240";"952.508.896-03"
1;"Alex";"Pereira";"18208-815";"935.575.796-46"
2;"Yasmin";"Correia";"13272-200";"208.624.263-83"
2;"Luiz";"Cunha";"75104-430";"187.622.002-32"
2;"Bruno";"Pereira";"52170-170";"227.594.640-32"
1;"Livia";"Cavalcanti";"72152-306";"121.479.278-21"
1;"Livia";"Silva";"91150-180";"145.592.066-51"
1;"Joao";"Oliveira";"32044-130";"344.365.969-15"
1;"Julia";"Cunha";"66650-290";"420.080.105-11"
2;"Melissa";"Gomes";"32534-000";"312.790.549-13"
2;"Clara";"Gomes";"09963-300";"794.320.513-82"
1;"Luiz";"Santos";"26173-270";"953.459.103-32"
2;"Leonardo";"Cardoso";"86040-050";"707.685.596-85"
2;"Mateus";"Santos";"39402-553";"607.300.539-38"
1;"Lucas";"Cardoso";"18040-840";"540.750.536-36"
2;"Diego";"Alves";"74912-180";"883.574.771-60"
1;"Daniel";"Souza";"08245-220";"752.063.537-60"
2;"Fernanda";"Carvalho";"25272-600";"625.207.656-23"
2;"Giovana";"Silva";"88067-323";"971.298.016-20"
1;"Joao";"Cardoso";"74950-015";"311.400.405-96"
1;"Daniel";"Castro";"97040-365";"874.175.248-18"
1;"Maria";"Pinto";"23855-207";"814.573.218-23"
2;"Beatrice";"Almeida";"30390-390";"569.331.673-48"
1;"Isabelle";"Cavalcanti";"62030-040";"257.776.474-05"
1;"Beatriz";"Ribeiro";"13487-230";"913.498.678-29"
2;"Vitoria";"Ribeiro";"95086-010";"512.410.093-17"
1;"Giovanna";"Rocha";"03134-080";"221.149.160-06"
2;"Emilly";"Cunha";"03948-015";"693.870.582-80"
1;"Kauã";"Martins";"24710-160";"100.290.971-69"
2;"Carla";"Silva";"40296-450";"783.322.393-03"
1;"Diogo";"Almeida";"86037-720";"227.083.815-71"
1;"Amanda";"Pereira";"26041-630";"104.049.009-33"
2;"Antônio";"Pinto";"09950-550";"506.988.420-49"
1;"Gustavo";"Azevedo";"87060-027";"399.195.182-71"
2;"Isabelle";"Azevedo";"04318-110";"252.142.860-40"
1;"Beatrice";"Pereira";"08696-335";"139.780.732-69"
2;"Bruna";"Costa";"39403-226";"523.018.911-86"
2;"Luis";"Alves";"59050-030";"768.105.091-43"
1;"Luiz";"Ribeiro";"12051-240";"651.323.907-90"
1;"Yasmin";"Cunha";"78075-060";"397.170.904-40"
1;"Leonardo";"Lima";"60130-062";"421.955.391-60"
1;"Daniel";"Ribeiro";"08559-470";"907.325.361-62"
2;"Emilly";"Pereira";"13475-620";"418.976.974-65"
2;"Enzo";"Araujo";"74674-420";"286.908.391-27"
1;"Paulo";"Oliveira";"14400-360";"752.057.857-72"
2;"Emily";"Cardoso";"72820-200";"439.749.592-03"
1;"Júlio";"Cavalcanti";"04660-000";"904.036.056-10"
2;"Felipe";"Goncalves";"78055-744";"672.287.563-63"
2;"Carolina";"Silva";"23032-160";"397.709.867-55"
1;"Lucas";"Costa";"17527-564";"527.273.725-31"
1;"Bianca";"Gomes";"08295-490";"438.826.558-60"
2;"Bruna";"Rodrigues";"04547-090";"768.615.670-27"
1;"Renan";"Barbosa";"24738-230";"345.353.429-89"
2;"Júlio";"Azevedo";"67145-021";"322.328.755-80"
2;"Bruna";"Pinto";"21775-460";"677.826.782-85"
2;"Júlio";"Alves";"11085-250";"224.821.015-90"
2;"Fernanda";"Dias";"27113-360";"173.831.371-91"
1;"Amanda";"Araujo";"88054-010";"123.826.126-49"
1;"Beatrice";"Almeida";"29173-136";"926.462.106-71"
2;"Julian";"Gomes";"06707-320";"244.752.308-45"
2;"Tomás";"Ferreira";"69307-270";"595.489.199-07"
2;"João";"Cardoso";"73755-211";"619.209.364-40"
2;"Gabrielly";"Barbosa";"85053-470";"837.861.029-29"
1;"Ágatha";"Fernandes";"06853-300";"559.005.219-07"
1;"Rebeca";"Santos";"14403-446";"306.114.046-80"
1;"Gabriela";"Ribeiro";"91780-550";"548.370.591-20"
2;"Luiza";"Castro";"07830-200";"292.059.392-77"
1;"Kauê";"Souza";"29142-265";"997.023.669-50"
2;"Melissa";"Melo";"13087-460";"183.644.383-87"
1;"Douglas";"Barbosa";"86702-780";"548.373.103-46"
2;"Guilherme";"Ferreira";"18401-500";"843.634.741-22"
1;"Nicole";"Martins";"12712-630";"863.357.894-85"
2;"Julian";"Melo";"20520-055";"254.385.369-37"
2;"Vinícius";"Gomes";"38400-388";"939.955.046-04"
2;"Sofia";"Carvalho";"25270-330";"455.583.098-90"
1;"Alex";"Goncalves";"45604-290";"988.215.128-00"
2;"Bianca";"Castro";"60811-300";"498.617.204-21"
2;"Maria";"Oliveira";"84174-628";"932.060.955-14"
1;"Julia";"Castro";"21630-050";"287.664.123-23"
1;"Gabriel";"Melo";"28908-070";"442.219.800-95"
1;"Rebeca";"Santos";"19063-750";"506.348.277-58"
1;"Nicolas";"Pinto";"12903-370";"835.610.956-66"
1;"Clara";"Gomes";"12071-780";"845.290.694-35"
2;"Paulo";"Cardoso";"04661-030";"807.324.915-41"
1;"Luiz";"Costa";"05863-180";"276.918.795-39"
1;"Luis";"Martins";"86704-000";"327.011.897-05"
2;"Luana";"Ribeiro";"13484-014";"334.268.346-50"
2;"Matheus";"Almeida";"19064-020";"841.604.354-08"
1;"Melissa";"Ferreira";"23032-350";"707.183.690-68"
1;"José";"Sousa";"60356-260";"492.048.079-20"
1;"Cauã";"Rodrigues";"91330-530";"520.988.003-63"
2;"Ryan";"Pereira";"74673-390";"558.822.291-11"
2;"Luiza";"Silva";"30570-680";"514.615.667-03"
2;"Mariana";"Alves";"59138-613";"806.089.687-30"
1;"Isabela";"Ferreira";"30516-280";"468.868.172-05"
1;"Davi";"Castro";"65070-620";"975.308.217-76"
2;"Beatrice";"Souza";"69079-001";"150.046.571-22"
1;"Gabriel";"Souza";"08790-285";"924.760.382-02"
1;"Gabriela";"Rocha";"40365-795";"980.272.254-50"
1;"Samuel";"Dias";"13278-270";"546.884.899-60"
1;"Davi";"Barbosa";"41253-531";"752.888.812-51"
1;"Emilly";"Ferreira";"85504-290";"791.082.305-36"
2;"Lavinia";"Correia";"41218-029";"342.914.626-70"
1;"Lucas";"Fernandes";"72836-120";"116.618.493-50"
2;"Rebeca";"Castro";"35661-291";"645.910.303-85"
2;"José";"Pereira";"70293-000";"126.614.206-14"
1;"Kaua";"Cunha";"95041-540";"530.913.991-50"
1;"Ana";"Correia";"74370-691";"876.680.637-22"
2;"Sophia";"Barros";"88526-140";"210.681.269-81"
2;"Kaua";"Cunha";"29163-630";"542.915.620-55"
2;"Vitória";"Ferreira";"95045-330";"670.992.688-56"
1;"Leila";"Gomes";"09810-580";"307.595.094-76"
2;"Luiza";"Cunha";"79040-310";"476.208.629-00"
2;"Martim";"Sousa";"32141-060";"813.574.090-52"
1;"Luana";"Cardoso";"78903-155";"535.318.663-03"
1;"Vitoria";"Sousa";"17503-160";"646.684.943-05"
2;"Vitoria";"Pereira";"68503-300";"864.852.620-59"
2;"Isabelle";"Pinto";"08664-740";"813.956.706-09"
1;"Ana";"Oliveira";"72871-037";"650.553.985-90"
2;"Raissa";"Cavalcanti";"89221-540";"580.091.419-25"
1;"Vitoria";"Goncalves";"98807-500";"150.768.764-83"
1;"Nicole";"Santos";"78132-654";"477.025.576-48"
1;"Vitór";"Cunha";"52140-500";"996.993.769-37"
2;"Letícia";"Lima";"03193-060";"554.885.480-17"
2;"Matheus";"Fernandes";"13088-026";"623.534.361-29"
2;"Nicole";"Dias";"29216-470";"880.735.695-31"
1;"Tomás";"Alves";"56314-525";"274.571.812-61"
2;"Julian";"Castro";"72865-188";"143.174.294-54"
1;"Lucas";"Silva";"88085-320";"360.909.263-70"
2;"Kaua";"Fernandes";"25575-814";"528.111.264-30"
2;"Renan";"Melo";"70645-105";"178.199.189-85"
1;"Erick";"Carvalho";"69077-030";"289.097.223-20"
2;"Sophia";"Melo";"27343-330";"151.141.240-21"
2;"Camila";"Castro";"01228-100";"851.266.335-97"
1;"Fernanda";"Araujo";"88354-460";"120.697.508-33"
2;"Gabrielly";"Dias";"17523-897";"664.612.998-31"
1;"Gustavo";"Azevedo";"65043-160";"314.673.205-01"
1;"Murilo";"Ribeiro";"85855-350";"295.895.997-02"
2;"Luiz";"Almeida";"71520-035";"720.793.505-60"
2;"Victor";"Lima";"59108-000";"661.421.544-29"
1;"Breno";"Ribeiro";"70760-764";"471.806.278-01"
1;"Diego";"Araujo";"13098-791";"612.088.421-10"
1;"Evelyn";"Dias";"77064-034";"272.110.342-38"
2;"Manuela";"Goncalves";"03533-030";"930.958.795-47"
2;"Aline";"Rodrigues";"55032-590";"420.876.700-64"
2;"Rafael";"Cardoso";"59114-203";"472.503.241-79"
2;"Pedro";"Melo";"88045-675";"702.458.787-34"
1;"Renan";"Dias";"86072-360";"493.829.267-04"
1;"Amanda";"Martins";"12609-020";"504.731.035-32"
2;"Danilo";"Lima";"22723-499";"738.490.707-19"
2;"Isabelle";"Araujo";"18609-280";"943.304.408-81"
2;"Lara";"Gomes";"74770-390";"524.665.352-89"
1;"Bianca";"Azevedo";"02016-060";"985.890.751-68"
2;"Danilo";"Gomes";"02081-100";"159.161.511-95"
1;"Lavinia";"Carvalho";"09090-650";"373.654.940-77"
1;"Marisa";"Pereira";"13735-008";"756.715.690-36"
1;"Estevan";"Alves";"60711-140";"338.148.823-69"
1;"Anna";"Cunha";"44042-780";"111.241.495-97"
1;"Luan";"Gomes";"74413-340";"765.273.953-53"
2;"Leila";"Almeida";"24110-020";"478.018.222-00"
2;"Rafael";"Lima";"80530-170";"633.688.338-80"
1;"Samuel";"Azevedo";"17512-680";"339.138.314-36"
2;"Emilly";"Souza";"88103-600";"241.919.212-58"
2;"Thiago";"Pinto";"66075-160";"228.730.782-60"
2;"Carolina";"Almeida";"14056-626";"686.736.640-63"
2;"Evelyn";"Lima";"69084-190";"966.044.314-52"
1;"Aline";"Cunha";"14802-421";"957.956.877-40"
2;"Samuel";"Araujo";"40310-210";"539.132.487-49"
2;"Lavinia";"Correia";"03563-000";"788.443.612-48"
2;"Fernanda";"Costa";"13106-054";"828.609.393-34"
2;"Nicole";"Fernandes";"80620-320";"576.989.819-40"
1;"Carolina";"Dias";"25575-310";"330.484.953-04"
1;"Otávio";"Rodrigues";"71070-017";"933.244.903-16"
2;"Tânia";"Souza";"24722-635";"492.552.915-30"
2;"João";"Araujo";"41245-000";"240.100.451-32"
2;"Nicole";"Castro";"74355-465";"608.531.351-93"
1;"Thiago";"Lima";"57010-170";"171.568.735-39"
1;"Anna";"Azevedo";"08738-260";"566.954.617-24"
2;"Eduarda";"Souza";"53401-799";"412.823.967-49"
2;"Beatriz";"Gomes";"60711-660";"525.057.395-95"
2;"Matilde";"Silva";"58064-030";"158.074.603-91"
2;"Diego";"Dias";"56308-250";"636.694.368-04"
2;"Marcos";"Ferreira";"65060-420";"236.472.305-10"
1;"Guilherme";"Silva";"89214-035";"451.466.369-74"
1;"Gabrielly";"Rocha";"77823-025";"411.139.701-89"
1;"Renan";"Carvalho";"17027-470";"279.276.667-03"
1;"Carlos";"Oliveira";"64017-170";"889.942.378-44"
2;"Sarah";"Correia";"35012-230";"496.620.230-20"
1;"Carla";"Almeida";"26360-430";"408.323.381-84"
2;"Bianca";"Martins";"71070-673";"830.251.305-98"
2;"Vitoria";"Castro";"11495-159";"800.641.731-86"
2;"Carla";"Oliveira";"32140-430";"719.922.813-94"
1;"José";"Alves";"06327-290";"174.183.679-45"
1;"Martim";"Goncalves";"89257-200";"370.007.454-95"
2;"Julia";"Ferreira";"54350-070";"533.058.311-03"
1;"Gustavo";"Araujo";"07097-060";"310.283.920-79"
2;"Felipe";"Melo";"03209-054";"625.863.464-83"
2;"Martim";"Alves";"40420-050";"791.737.546-33"
1;"Leonor";"Barbosa";"09857-320";"363.080.335-02"
1;"Nicolas";"Pereira";"91310-002";"515.855.979-10"
2;"Alex";"Pereira";"65080-380";"454.067.715-23"
1;"Emily";"Dias";"63122-020";"178.423.847-38"
1;"André";"Azevedo";"27281-300";"292.401.103-56"
1;"Isabela";"Barros";"31730-670";"603.291.045-86"
1;"Marcos";"Ferreira";"14401-161";"239.116.331-22"
2;"Gabrielle";"Silva";"86072-500";"985.300.582-40"
1;"Vinicius";"Correia";"38031-050";"514.716.243-74"
1;"Kauê";"Rocha";"51240-130";"418.983.092-56"
1;"Mariana";"Fernandes";"72210-562";"612.472.558-40"
1;"Eduardo";"Ferreira";"72810-190";"579.236.315-30"
2;"Pedro";"Cunha";"27514-040";"463.893.209-65"
2;"Davi";"Alves";"64056-780";"810.688.528-36"
2;"Amanda";"Fernandes";"04890-590";"558.773.055-73"
1;"Melissa";"Carvalho";"75104-670";"811.107.329-10"
1;"Kauã";"Correia";"18708-240";"854.488.335-43"
1;"Pedro";"Cunha";"58108-428";"874.704.175-75"
1;"Breno";"Carvalho";"65070-461";"546.507.042-00"
2;"Matheus";"Fernandes";"66040-050";"440.416.812-86"
1;"Samuel";"Martins";"92010-280";"996.339.562-77"
1;"Beatrice";"Azevedo";"50630-785";"323.535.807-26"
2;"Thiago";"Melo";"29163-289";"871.267.150-99"
2;"Fábio";"Pereira";"70862-110";"755.831.368-63"
2;"Sarah";"Costa";"18010-000";"703.416.181-01"
1;"Eduarda";"Martins";"04324-230";"132.101.859-21"
2;"Julieta";"Barbosa";"45601-410";"974.630.503-43"
2;"Anna";"Martins";"29161-759";"667.523.256-85"
2;"Júlio";"Goncalves";"14060-769";"100.764.752-39"
2;"Luiz";"Dias";"08473-250";"768.752.130-79"
1;"Joao";"Ribeiro";"54440-590";"768.513.668-60"
1;"Luan";"Ferreira";"90870-060";"938.400.456-14"
1;"Cauã";"Dias";"09061-010";"240.293.594-42"
2;"Giovana";"Barbosa";"85862-499";"519.158.264-03"
2;"Brenda";"Correia";"49097-180";"981.446.436-82"
2;"Nicolash";"Fernandes";"13101-285";"354.337.962-30"
2;"Amanda";"Correia";"03254-240";"211.036.109-37"
2;"André";"Lima";"89040-060";"319.511.941-28"
1;"Isabela";"Dias";"70354-040";"164.518.552-43"
1;"Victor";"Costa";"68554-290";"708.951.912-02"
1;"Julian";"Ribeiro";"74870-370";"749.958.693-60"
1;"Eduarda";"Almeida";"06693-246";"276.415.524-71"
2;"Giovana";"Souza";"12948-710";"435.653.087-02"
2;"Diego";"Carvalho";"72855-102";"610.307.988-85"
2;"Gabrielle";"Santos";"18052-010";"821.682.762-85"
1;"Kauã";"Carvalho";"18087-555";"728.019.052-91"
2;"Thiago";"Pinto";"60320-040";"818.315.758-09"
1;"Sofia";"Silva";"12231-370";"480.100.006-12"
1;"Giovanna";"Cunha";"72311-411";"495.750.801-14"
1;"Eduarda";"Ferreira";"26040-175";"132.874.051-01"
2;"Renan";"Azevedo";"13087-210";"672.700.394-70"
1;"Mateus";"Alves";"30510-720";"582.832.888-30"
2;"Julia";"Pinto";"20535-350";"388.103.353-09"
